doc_id,original_path,local_filename,category_id,category_name,sensitivity_level
rvlcdip_00586,imagese/e/q/i/eqi66c00/2074663635.tif,rvlcdip_00586.tif,1,form,L4
rvlcdip_00587,imageso/o/a/v/oav52e00/2057730004.tif,rvlcdip_00587.tif,15,memo,L2
rvlcdip_00588,imagesg/g/s/g/gsg38c00/511074045+-4045.tif,rvlcdip_00588.tif,7,specification,L4
rvlcdip_00589,imagesa/a/l/v/alv00e00/03537018.tif,rvlcdip_00589.tif,15,memo,L2
rvlcdip_00590,imagesl/l/l/q/llq71f00/2022180121_2022180122.tif,rvlcdip_00590.tif,5,scientific_report,L1
rvlcdip_00591,imagesp/p/q/b/pqb50c00/ti17150035.tif,rvlcdip_00591.tif,10,budget,L3
rvlcdip_00592,imagesn/n/p/k/npk34e00/2020051695_2020051699.tif,rvlcdip_00592.tif,5,scientific_report,L1
rvlcdip_00593,imagesa/a/t/c/atc82c00/2078778902.tif,rvlcdip_00593.tif,2,email,L2
rvlcdip_00594,imagesm/m/v/y/mvy10d00/526310479+-0479.tif,rvlcdip_00594.tif,2,email,L2
rvlcdip_00595,imagesz/z/o/m/zom98e00/2024054827.tif,rvlcdip_00595.tif,5,scientific_report,L1
rvlcdip_00596,imagesp/p/e/n/pen15e00/2026368798.tif,rvlcdip_00596.tif,11,invoice,L3
rvlcdip_00597,imagesy/y/q/f/yqf52c00/2074224424.tif,rvlcdip_00597.tif,2,email,L2
rvlcdip_00598,imagesb/b/i/w/biw00a00/10333525_10333533.tif,rvlcdip_00598.tif,6,scientific_publication,L1
rvlcdip_00599,imageso/o/a/s/oas21f00/0001459725.tif,rvlcdip_00599.tif,15,memo,L2
rvlcdip_00600,imagese/e/x/n/exn07e00/2056666286.tif,rvlcdip_00600.tif,1,form,L4
rvlcdip_00601,imagesq/q/u/o/quo10e00/01410423.tif,rvlcdip_00601.tif,10,budget,L3
rvlcdip_00602,imagesu/u/l/v/ulv27d00/2073096112_6118.tif,rvlcdip_00602.tif,10,budget,L3
rvlcdip_00603,imagesj/j/b/t/jbt58e00/2022207128.tif,rvlcdip_00603.tif,15,memo,L2
rvlcdip_00604,imagesk/k/v/g/kvg47e00/2030306007.tif,rvlcdip_00604.tif,1,form,L4
rvlcdip_00605,imagesk/k/b/r/kbr10a00/10017796_10017804.tif,rvlcdip_00605.tif,6,scientific_publication,L1
rvlcdip_00606,imagesq/q/f/v/qfv21e00/85701295_85701296.tif,rvlcdip_00606.tif,10,budget,L3
rvlcdip_00607,imagesz/z/s/r/zsr85a00/530508789+-8797.tif,rvlcdip_00607.tif,2,email,L2
rvlcdip_00608,imagesp/p/u/q/puq68e00/2001200516.tif,rvlcdip_00608.tif,6,scientific_publication,L1
rvlcdip_00609,imagesm/m/n/h/mnh01d00/515884265+-4266.tif,rvlcdip_00609.tif,0,letter,L2
rvlcdip_00610,imagesj/j/y/c/jyc32f00/tim00788.08.tif,rvlcdip_00610.tif,10,budget,L3
rvlcdip_00611,imagest/t/r/s/trs90e00/91514853.tif,rvlcdip_00611.tif,11,invoice,L3
rvlcdip_00612,imagesf/f/c/j/fcj61e00/04406782.tif,rvlcdip_00612.tif,1,form,L4
rvlcdip_00613,imagesm/m/r/i/mri17e00/2031317029.tif,rvlcdip_00613.tif,7,specification,L4
rvlcdip_00614,imagesd/d/s/b/dsb10f00/0000548603.tif,rvlcdip_00614.tif,10,budget,L3
rvlcdip_00615,imagesh/h/r/s/hrs44e00/2001111554_2001111555.tif,rvlcdip_00615.tif,6,scientific_publication,L1
rvlcdip_00616,imagesq/q/s/j/qsj64c00/88693162.tif,rvlcdip_00616.tif,15,memo,L2
rvlcdip_00617,imagesk/k/l/q/klq15e00/2026464210.tif,rvlcdip_00617.tif,5,scientific_report,L1
rvlcdip_00618,imagesu/u/e/k/uek87d00/2051111437.tif,rvlcdip_00618.tif,15,memo,L2
rvlcdip_00619,imagesi/i/r/l/irl57e00/2030975530.tif,rvlcdip_00619.tif,1,form,L4
rvlcdip_00620,imagesk/k/j/w/kjw42f00/tob14726.01_tob14726.09.tif,rvlcdip_00620.tif,10,budget,L3
rvlcdip_00621,imagesj/j/o/z/joz86e00/2057674954.tif,rvlcdip_00621.tif,7,specification,L4
rvlcdip_00622,imagesv/v/r/g/vrg96d00/tcal0468899.tif,rvlcdip_00622.tif,10,budget,L3
rvlcdip_00623,imagesu/u/s/b/usb16d00/50540844-0844.tif,rvlcdip_00623.tif,6,scientific_publication,L1
rvlcdip_00624,imagesf/f/j/w/fjw45f00/0060094186.tif,rvlcdip_00624.tif,15,memo,L2
rvlcdip_00625,imagesp/p/m/q/pmq67e00/2063590874.tif,rvlcdip_00625.tif,10,budget,L3
rvlcdip_00626,imagesq/q/f/g/qfg32c00/2070568129.tif,rvlcdip_00626.tif,0,letter,L2
rvlcdip_00627,imagesv/v/y/h/vyh45d00/2502335112_5118.tif,rvlcdip_00627.tif,5,scientific_report,L1
rvlcdip_00628,imagesb/b/h/b/bhb85a00/531714614+-4621.tif,rvlcdip_00628.tif,2,email,L2
rvlcdip_00629,imagesm/m/i/i/mii10e00/88736919.tif,rvlcdip_00629.tif,15,memo,L2
rvlcdip_00630,imagesh/h/t/a/hta99c00/40008700-8701.tif,rvlcdip_00630.tif,5,scientific_report,L1
rvlcdip_00631,imagesp/p/a/d/pad86d00/ti16351934.tif,rvlcdip_00631.tif,10,budget,L3
rvlcdip_00632,imageso/o/h/j/ohj00e00/94547632.tif,rvlcdip_00632.tif,0,letter,L2
rvlcdip_00633,imagesk/k/j/g/kjg05e00/2041373537.tif,rvlcdip_00633.tif,10,budget,L3
rvlcdip_00634,imagesp/p/l/n/pln17d00/2071863083b.tif,rvlcdip_00634.tif,2,email,L2
rvlcdip_00635,imagesg/g/i/k/gik12e00/2028698471.tif,rvlcdip_00635.tif,11,invoice,L3
rvlcdip_00636,imagesx/x/d/a/xda31e00/80684675.tif,rvlcdip_00636.tif,11,invoice,L3
rvlcdip_00637,imagesl/l/y/a/lya02e00/2028875587.tif,rvlcdip_00637.tif,5,scientific_report,L1
rvlcdip_00638,imagesh/h/n/d/hnd27d00/2075448738.tif,rvlcdip_00638.tif,2,email,L2
rvlcdip_00639,imagesk/k/o/j/koj06e00/2043682072.tif,rvlcdip_00639.tif,10,budget,L3
rvlcdip_00640,imagesm/m/g/d/mgd49e00/2061675215.tif,rvlcdip_00640.tif,1,form,L4
rvlcdip_00641,imagese/e/k/m/ekm27d00/2072356435c.tif,rvlcdip_00641.tif,2,email,L2
rvlcdip_00642,imagesk/k/c/p/kcp40f00/0000503387.tif,rvlcdip_00642.tif,10,budget,L3
rvlcdip_00643,imagest/t/r/b/trb62e00/2051617804_2051617806.tif,rvlcdip_00643.tif,5,scientific_report,L1
rvlcdip_00644,imagesj/j/m/c/jmc99c00/40012822-2822.tif,rvlcdip_00644.tif,6,scientific_publication,L1
rvlcdip_00645,imagest/t/g/b/tgb5aa00/11287466.tif,rvlcdip_00645.tif,0,letter,L2
rvlcdip_00646,imagesu/u/v/v/uvv5aa00/11298034_11298035.tif,rvlcdip_00646.tif,0,letter,L2
rvlcdip_00647,imagesi/i/i/d/iid04e00/2040649174.tif,rvlcdip_00647.tif,10,budget,L3
rvlcdip_00648,imagesz/z/x/l/zxl86c00/2081008030a.tif,rvlcdip_00648.tif,2,email,L2
rvlcdip_00649,imagesi/i/e/z/iez05d00/505675662.tif,rvlcdip_00649.tif,0,letter,L2
rvlcdip_00650,imagesv/v/k/z/vkz10c00/2085780315.tif,rvlcdip_00650.tif,2,email,L2
rvlcdip_00651,imagesj/j/j/w/jjw76c00/2084289283b.tif,rvlcdip_00651.tif,2,email,L2
rvlcdip_00652,imagesz/z/w/i/zwi65a00/530228432+-8440.tif,rvlcdip_00652.tif,2,email,L2
rvlcdip_00653,imagest/t/v/p/tvp02e00/2028742426.tif,rvlcdip_00653.tif,11,invoice,L3
rvlcdip_00654,imageso/o/r/l/orl44e00/2022211447_2022211449.tif,rvlcdip_00654.tif,5,scientific_report,L1
rvlcdip_00655,imagesn/n/q/m/nqm82c00/2078864385b_4386.tif,rvlcdip_00655.tif,2,email,L2
rvlcdip_00656,imagesp/p/k/z/pkz48e00/2001002714_2001002760.tif,rvlcdip_00656.tif,5,scientific_report,L1
rvlcdip_00657,imagesv/v/g/i/vgi83e00/2029182551.tif,rvlcdip_00657.tif,1,form,L4
rvlcdip_00658,imagesb/b/y/c/byc77e00/2047002720.tif,rvlcdip_00658.tif,0,letter,L2
rvlcdip_00659,imageso/o/b/v/obv25a00/81885289.tif,rvlcdip_00659.tif,2,email,L2
rvlcdip_00660,imagesu/u/w/e/uwe21e00/87103589.tif,rvlcdip_00660.tif,11,invoice,L3
rvlcdip_00661,imagesd/d/w/e/dwe08d00/2072174056.tif,rvlcdip_00661.tif,8,file_folder,L1
rvlcdip_00662,imagesg/g/n/u/gnu32e00/2501096831.tif,rvlcdip_00662.tif,8,file_folder,L1
rvlcdip_00663,imagesy/y/c/h/ych93c00/2060926186_6187.tif,rvlcdip_00663.tif,1,form,L4
rvlcdip_00664,imagesp/p/k/n/pkn03c00/525260477+-0477.tif,rvlcdip_00664.tif,1,form,L4
rvlcdip_00665,imagesk/k/z/y/kzy57e00/2031751816.tif,rvlcdip_00665.tif,8,file_folder,L1
rvlcdip_00666,imagesq/q/b/i/qbi97e00/1000039751_1000039758.tif,rvlcdip_00666.tif,6,scientific_publication,L1
rvlcdip_00667,imagesy/y/p/z/ypz41e00/04239209.tif,rvlcdip_00667.tif,10,budget,L3
rvlcdip_00668,imagesl/l/k/n/lkn65f00/0060081950.tif,rvlcdip_00668.tif,15,memo,L2
rvlcdip_00669,imagesm/m/b/u/mbu56c00/2075317464_7465.tif,rvlcdip_00669.tif,6,scientific_publication,L1
rvlcdip_00670,imagesu/u/g/c/ugc86d00/ti16370019_0038.tif,rvlcdip_00670.tif,10,budget,L3
rvlcdip_00671,imagesa/a/p/d/apd95e00/2025557418.tif,rvlcdip_00671.tif,8,file_folder,L1
rvlcdip_00672,imagest/t/n/s/tns09c00/95510524.tif,rvlcdip_00672.tif,0,letter,L2
rvlcdip_00673,imagesh/h/s/o/hso09e00/2024319799_2024319807.tif,rvlcdip_00673.tif,5,scientific_report,L1
rvlcdip_00674,imagesc/c/v/k/cvk14c00/2069724005.tif,rvlcdip_00674.tif,7,specification,L4
rvlcdip_00675,imagese/e/q/z/eqz4aa00/11285854_11285856.tif,rvlcdip_00675.tif,0,letter,L2
rvlcdip_00676,imagesa/a/m/v/amv35c00/2083647586a.tif,rvlcdip_00676.tif,2,email,L2
rvlcdip_00677,imagesn/n/a/z/naz35e00/2040765625.tif,rvlcdip_00677.tif,10,budget,L3
rvlcdip_00678,imagesy/y/n/n/ynn12f00/ton03511.21_ton03511.29.tif,rvlcdip_00678.tif,10,budget,L3
rvlcdip_00679,imagesf/f/j/s/fjs90e00/91514947.tif,rvlcdip_00679.tif,11,invoice,L3
rvlcdip_00680,imagesn/n/r/v/nrv10c00/2085536707.tif,rvlcdip_00680.tif,1,form,L4
rvlcdip_00681,imagesj/j/k/l/jkl12e00/2028696130.tif,rvlcdip_00681.tif,11,invoice,L3
rvlcdip_00682,imagesg/g/o/g/gog86d00/ti16290373.tif,rvlcdip_00682.tif,15,memo,L2
rvlcdip_00683,imagesf/f/j/r/fjr10a00/10019350_10019355.tif,rvlcdip_00683.tif,6,scientific_publication,L1
rvlcdip_00684,imagesh/h/x/i/hxi02c00/2085032825.tif,rvlcdip_00684.tif,8,file_folder,L1
rvlcdip_00685,imagesh/h/o/x/hox52c00/2075832418a.tif,rvlcdip_00685.tif,2,email,L2
rvlcdip_00686,imagesg/g/u/a/gua02f00/tob18708.47.tif,rvlcdip_00686.tif,10,budget,L3
rvlcdip_00687,imagesb/b/e/f/bef36c00/2078784559b.tif,rvlcdip_00687.tif,2,email,L2
rvlcdip_00688,imagese/e/i/n/ein33d00/512500952.tif,rvlcdip_00688.tif,7,specification,L4
rvlcdip_00689,imagesm/m/t/y/mty02c00/2085110186c.tif,rvlcdip_00689.tif,2,email,L2
rvlcdip_00690,imagesy/y/m/f/ymf59c00/PUBLICATIONS033675-3.tif,rvlcdip_00690.tif,6,scientific_publication,L1
rvlcdip_00691,imagesu/u/n/m/unm24c00/2069710729.tif,rvlcdip_00691.tif,7,specification,L4
rvlcdip_00692,imagesl/l/m/d/lmd55a00/509088829+-8829.tif,rvlcdip_00692.tif,0,letter,L2
rvlcdip_00693,imagesp/p/t/e/pte11e00/87847374.tif,rvlcdip_00693.tif,11,invoice,L3
rvlcdip_00694,imagesp/p/r/d/prd10a00/10360564_10360567.tif,rvlcdip_00694.tif,6,scientific_publication,L1
rvlcdip_00695,imagesg/g/u/k/guk93c00/2064810574_0576.tif,rvlcdip_00695.tif,6,scientific_publication,L1
rvlcdip_00696,imagesq/q/u/f/quf64f00/0060311512.tif,rvlcdip_00696.tif,0,letter,L2
rvlcdip_00697,imagesz/z/u/v/zuv07d00/tnwl0017784.tif,rvlcdip_00697.tif,10,budget,L3
rvlcdip_00698,imagest/t/v/i/tvi50c00/ti31149263.tif,rvlcdip_00698.tif,10,budget,L3
rvlcdip_00699,imagest/t/n/o/tno43e00/2023920952.tif,rvlcdip_00699.tif,8,file_folder,L1
rvlcdip_00700,imagesx/x/m/x/xmx01f00/0001254728.tif,rvlcdip_00700.tif,15,memo,L2
rvlcdip_00701,imagesb/b/q/u/bqu31c00/2085725161a.tif,rvlcdip_00701.tif,2,email,L2
rvlcdip_00702,imagesd/d/m/i/dmi43a00/89000199.tif,rvlcdip_00702.tif,11,invoice,L3
rvlcdip_00703,imagesp/p/g/i/pgi09e00/2057675037.tif,rvlcdip_00703.tif,7,specification,L4
rvlcdip_00704,imagesw/w/x/c/wxc45a00/82239977_9978.tif,rvlcdip_00704.tif,15,memo,L2
rvlcdip_00705,imagesq/q/y/m/qym49c00/2069714998.tif,rvlcdip_00705.tif,7,specification,L4
rvlcdip_00706,imagesy/y/d/y/ydy35e00/2040957175.tif,rvlcdip_00706.tif,10,budget,L3
rvlcdip_00707,imagesc/c/v/c/cvc79e00/2029154019.tif,rvlcdip_00707.tif,8,file_folder,L1
rvlcdip_00708,imagesk/k/k/u/kku55a00/531302974+-2974.tif,rvlcdip_00708.tif,2,email,L2
rvlcdip_00709,imagese/e/t/p/etp03e00/2044266825.tif,rvlcdip_00709.tif,8,file_folder,L1
rvlcdip_00710,imagesg/g/y/r/gyr45c00/2073979373_9374.tif,rvlcdip_00710.tif,5,scientific_report,L1
rvlcdip_00711,imagesa/a/z/j/azj38c00/511689143+-9144.tif,rvlcdip_00711.tif,0,letter,L2
rvlcdip_00712,imagesj/j/h/m/jhm81c00/2505630414a.tif,rvlcdip_00712.tif,2,email,L2
rvlcdip_00713,imagesq/q/m/u/qmu68e00/2001211314.tif,rvlcdip_00713.tif,11,invoice,L3
rvlcdip_00714,imagesc/c/q/y/cqy87c00/514185226+-5226.tif,rvlcdip_00714.tif,1,form,L4
rvlcdip_00715,imagesh/h/k/h/hkh50f00/0000257962.tif,rvlcdip_00715.tif,10,budget,L3
rvlcdip_00716,imagesr/r/a/r/rar93f00/0000344984.tif,rvlcdip_00716.tif,15,memo,L2
rvlcdip_00717,imagesw/w/h/x/whx11e00/87147561.tif,rvlcdip_00717.tif,11,invoice,L3
rvlcdip_00718,imagesm/m/c/l/mcl66c00/2074599103.tif,rvlcdip_00718.tif,10,budget,L3
rvlcdip_00719,imagesm/m/q/c/mqc39e00/2501561459_2501561460.tif,rvlcdip_00719.tif,5,scientific_report,L1
rvlcdip_00720,imagesd/d/v/z/dvz64d00/98519692.tif,rvlcdip_00720.tif,11,invoice,L3
rvlcdip_00721,imagesg/g/u/x/gux09e00/2050300265.tif,rvlcdip_00721.tif,8,file_folder,L1
rvlcdip_00722,imagesu/u/l/e/ule06c00/2072389283c_9284.tif,rvlcdip_00722.tif,2,email,L2
rvlcdip_00723,imagesq/q/c/g/qcg71f00/2000830359.tif,rvlcdip_00723.tif,5,scientific_report,L1
rvlcdip_00724,imagesf/f/g/w/fgw50f00/0000207539.tif,rvlcdip_00724.tif,10,budget,L3
rvlcdip_00725,imagesl/l/k/h/lkh2aa00/10167136.tif,rvlcdip_00725.tif,15,memo,L2
rvlcdip_00726,imagesb/b/a/c/bac86d00/ti16370225.tif,rvlcdip_00726.tif,10,budget,L3
rvlcdip_00727,imagesi/i/g/k/igk45a00/508582159+-2160.tif,rvlcdip_00727.tif,1,form,L4
rvlcdip_00728,imagest/t/y/w/tyw06c00/2046832913_2930.tif,rvlcdip_00728.tif,5,scientific_report,L1
rvlcdip_00729,imagesx/x/s/k/xsk56c00/2075548405.tif,rvlcdip_00729.tif,1,form,L4
rvlcdip_00730,imagesb/b/f/r/bfr32c00/2071496807_6812.tif,rvlcdip_00730.tif,10,budget,L3
rvlcdip_00731,imagesq/q/i/r/qir34c00/83786105_6107.tif,rvlcdip_00731.tif,15,memo,L2
rvlcdip_00732,imagesk/k/s/f/ksf80f00/0011920261.tif,rvlcdip_00732.tif,7,specification,L4
rvlcdip_00733,imagesa/a/w/g/awg91e00/03325213.tif,rvlcdip_00733.tif,15,memo,L2
rvlcdip_00734,imagest/t/s/b/tsb90e00/92347010.tif,rvlcdip_00734.tif,11,invoice,L3
rvlcdip_00735,imagesz/z/i/y/ziy09c00/83757955.tif,rvlcdip_00735.tif,1,form,L4
rvlcdip_00736,imagesn/n/q/l/nql4aa00/10391666.tif,rvlcdip_00736.tif,6,scientific_publication,L1
rvlcdip_00737,imagesm/m/b/d/mbd30a00/60002209.tif,rvlcdip_00737.tif,8,file_folder,L1
rvlcdip_00738,imagesc/c/g/o/cgo08d00/2071273313.tif,rvlcdip_00738.tif,8,file_folder,L1
rvlcdip_00739,imagesr/r/j/d/rjd68e00/2023095494_2023095495.tif,rvlcdip_00739.tif,6,scientific_publication,L1
rvlcdip_00740,imagesa/a/k/j/akj05e00/2040788488.tif,rvlcdip_00740.tif,10,budget,L3
rvlcdip_00741,imagesv/v/i/h/vih58e00/2021630488.tif,rvlcdip_00741.tif,11,invoice,L3
rvlcdip_00742,imagesi/i/m/g/img31c00/2085629974.tif,rvlcdip_00742.tif,8,file_folder,L1
rvlcdip_00743,imagesw/w/x/y/wxy34a00/2067100770.tif,rvlcdip_00743.tif,8,file_folder,L1
rvlcdip_00744,imagesm/m/i/o/mio89c00/50275846-5846.tif,rvlcdip_00744.tif,6,scientific_publication,L1
rvlcdip_00745,imagese/e/n/m/enm00a00/60019968.tif,rvlcdip_00745.tif,0,letter,L2
rvlcdip_00746,imagesy/y/l/l/yll61a00/2051530129_2051530133.tif,rvlcdip_00746.tif,7,specification,L4
rvlcdip_00747,imagesl/l/e/y/ley97c00/527796449+-6449.tif,rvlcdip_00747.tif,2,email,L2
rvlcdip_00748,imagesx/x/a/a/xaa28e00/1000767359.tif,rvlcdip_00748.tif,15,memo,L2
rvlcdip_00749,imagesv/v/u/s/vus22c00/2069734943.tif,rvlcdip_00749.tif,7,specification,L4
rvlcdip_00750,imagese/e/k/k/ekk70e00/89729619.tif,rvlcdip_00750.tif,15,memo,L2
rvlcdip_00751,imagesd/d/z/k/dzk90a00/0060052866.tif,rvlcdip_00751.tif,15,memo,L2
rvlcdip_00752,imagesl/l/g/h/lgh43a00/89001443.tif,rvlcdip_00752.tif,11,invoice,L3
rvlcdip_00753,imagesi/i/w/h/iwh33e00/2501453569.tif,rvlcdip_00753.tif,8,file_folder,L1
rvlcdip_00754,imagesn/n/x/t/nxt41c00/2085774007c_4008.tif,rvlcdip_00754.tif,2,email,L2
rvlcdip_00755,imagesh/h/d/o/hdo81c00/1013110.tif,rvlcdip_00755.tif,2,email,L2
rvlcdip_00756,imagesf/f/u/s/fus25a00/92854917.tif,rvlcdip_00756.tif,1,form,L4
rvlcdip_00757,imagesp/p/k/d/pkd04c00/2063906845_6847.tif,rvlcdip_00757.tif,5,scientific_report,L1
rvlcdip_00758,imagesu/u/k/s/uks62a00/2078406077.tif,rvlcdip_00758.tif,1,form,L4
rvlcdip_00759,imagesj/j/b/w/jbw94d00/505810251.tif,rvlcdip_00759.tif,1,form,L4
rvlcdip_00760,imagest/t/l/e/tle37d00/2074054278.tif,rvlcdip_00760.tif,8,file_folder,L1
rvlcdip_00761,imagesi/i/e/c/iec10a00/10351569_10351574.tif,rvlcdip_00761.tif,6,scientific_publication,L1
rvlcdip_00762,imagesj/j/w/r/jwr67d00/2048389380.tif,rvlcdip_00762.tif,8,file_folder,L1
rvlcdip_00763,imagesm/m/o/r/mor90d00/518252549+-2559.tif,rvlcdip_00763.tif,11,invoice,L3
rvlcdip_00764,imagesz/z/k/i/zki22f00/24007805.tif,rvlcdip_00764.tif,10,budget,L3
rvlcdip_00765,imagesb/b/z/l/bzl14f00/0000146843.tif,rvlcdip_00765.tif,15,memo,L2
rvlcdip_00766,imagesh/h/y/e/hye85c00/2076949317_9320.tif,rvlcdip_00766.tif,5,scientific_report,L1
rvlcdip_00767,imagesn/n/b/a/nba40f00/0012198379.tif,rvlcdip_00767.tif,11,invoice,L3
rvlcdip_00768,imagesi/i/d/f/idf42f00/94008052.tif,rvlcdip_00768.tif,10,budget,L3
rvlcdip_00769,imagesg/g/p/s/gps65a00/528808622+-8622.tif,rvlcdip_00769.tif,2,email,L2
rvlcdip_00770,imagesx/x/v/f/xvf82f00/tob07918.51.tif,rvlcdip_00770.tif,10,budget,L3
rvlcdip_00771,imagesr/r/p/f/rpf71e00/03674383.tif,rvlcdip_00771.tif,0,letter,L2
rvlcdip_00772,imagesm/m/r/g/mrg76e00/2042009662.tif,rvlcdip_00772.tif,15,memo,L2
rvlcdip_00773,imagesr/r/m/n/rmn60f00/0012189614.tif,rvlcdip_00773.tif,7,specification,L4
rvlcdip_00774,imagesa/a/n/o/ano93e00/2041719409.tif,rvlcdip_00774.tif,10,budget,L3
rvlcdip_00775,imagesb/b/c/y/bcy02e00/2022826960.tif,rvlcdip_00775.tif,1,form,L4
rvlcdip_00776,imagesd/d/y/a/dya42d00/2048724330.tif,rvlcdip_00776.tif,11,invoice,L3
rvlcdip_00777,imagesx/x/u/u/xuu76c00/2084289692d_9693.tif,rvlcdip_00777.tif,2,email,L2
rvlcdip_00778,imagesg/g/i/e/gie14c00/2069727798.tif,rvlcdip_00778.tif,7,specification,L4
rvlcdip_00779,imagesm/m/z/q/mzq88e00/2021152785_2021152786.tif,rvlcdip_00779.tif,15,memo,L2
rvlcdip_00780,imagesu/u/y/b/uyb32d00/2501926844.tif,rvlcdip_00780.tif,5,scientific_report,L1
rvlcdip_00781,imagesg/g/i/b/gib99c00/40010399-0400.tif,rvlcdip_00781.tif,5,scientific_report,L1
rvlcdip_00782,imagesp/p/o/v/pov33c00/99377786.tif,rvlcdip_00782.tif,0,letter,L2
rvlcdip_00783,imagesn/n/q/f/nqf59d00/501084835.tif,rvlcdip_00783.tif,11,invoice,L3
rvlcdip_00784,imagesu/u/i/w/uiw30e00/87223213_87223218.tif,rvlcdip_00784.tif,1,form,L4
rvlcdip_00785,imagesz/z/v/l/zvl35e00/2040755969.tif,rvlcdip_00785.tif,10,budget,L3
rvlcdip_00786,imagesr/r/q/d/rqd41a00/0012944484.tif,rvlcdip_00786.tif,7,specification,L4
rvlcdip_00787,imagesu/u/g/p/ugp3aa00/11234084.tif,rvlcdip_00787.tif,0,letter,L2
rvlcdip_00788,imagesl/l/b/q/lbq14c00/2069721263.tif,rvlcdip_00788.tif,7,specification,L4
rvlcdip_00789,imagesy/y/d/q/ydq3aa00/11237705.tif,rvlcdip_00789.tif,11,invoice,L3
rvlcdip_00790,imagesp/p/c/a/pca94c00/93504111.tif,rvlcdip_00790.tif,10,budget,L3
rvlcdip_00791,imagesb/b/s/n/bsn01c00/13152398.tif,rvlcdip_00791.tif,15,memo,L2
rvlcdip_00792,imageso/o/o/n/oon43c00/88393085_3094.tif,rvlcdip_00792.tif,6,scientific_publication,L1
rvlcdip_00793,imagesx/x/k/w/xkw82d00/516562805.tif,rvlcdip_00793.tif,1,form,L4
rvlcdip_00794,imagesi/i/b/r/ibr85f00/0060203215.tif,rvlcdip_00794.tif,11,invoice,L3
rvlcdip_00795,imagesq/q/i/f/qif58d00/2047164228.tif,rvlcdip_00795.tif,15,memo,L2
rvlcdip_00796,imagesy/y/u/f/yuf03a00/518526601+-6602.tif,rvlcdip_00796.tif,0,letter,L2
rvlcdip_00797,imagesb/b/n/m/bnm53d00/510994965.tif,rvlcdip_00797.tif,0,letter,L2
rvlcdip_00798,imagesq/q/p/l/qpl49c00/2082340915_0917.tif,rvlcdip_00798.tif,6,scientific_publication,L1
rvlcdip_00799,imagesr/r/p/c/rpc64a00/89447789.tif,rvlcdip_00799.tif,5,scientific_report,L1
rvlcdip_00800,imagesf/f/t/n/ftn61a00/2051539568_2051539570.tif,rvlcdip_00800.tif,7,specification,L4
rvlcdip_00801,imagesq/q/q/k/qqk43e00/2028360989.tif,rvlcdip_00801.tif,8,file_folder,L1
rvlcdip_00802,imagesv/v/c/l/vcl02e00/2028826945.tif,rvlcdip_00802.tif,5,scientific_report,L1
rvlcdip_00803,imageso/o/g/h/ogh53e00/2030729686.tif,rvlcdip_00803.tif,8,file_folder,L1
rvlcdip_00804,imagesb/b/r/x/brx70a00/0060154986.tif,rvlcdip_00804.tif,8,file_folder,L1
rvlcdip_00805,imagesu/u/b/z/ubz77d00/2065219585_9593.tif,rvlcdip_00805.tif,1,form,L4
rvlcdip_00806,imagesa/a/v/d/avd23d00/513265045.tif,rvlcdip_00806.tif,11,invoice,L3
rvlcdip_00807,imagesh/h/v/t/hvt8aa00/50063601.tif,rvlcdip_00807.tif,11,invoice,L3
rvlcdip_00808,imagesq/q/r/o/qro74e00/1000216337_1000216341.tif,rvlcdip_00808.tif,0,letter,L2
rvlcdip_00809,imagesg/g/l/d/gld27d00/2075443489.tif,rvlcdip_00809.tif,1,form,L4
rvlcdip_00810,imagesl/l/j/w/ljw86e00/2057672069.tif,rvlcdip_00810.tif,7,specification,L4
rvlcdip_00811,imagesg/g/i/n/gin23d00/513083164.tif,rvlcdip_00811.tif,7,specification,L4
rvlcdip_00812,imagesr/r/p/b/rpb12e00/2028715001.tif,rvlcdip_00812.tif,11,invoice,L3
rvlcdip_00813,imagesi/i/m/t/imt22c00/2069735824.tif,rvlcdip_00813.tif,7,specification,L4
rvlcdip_00814,imagese/e/u/i/eui64f00/0060364158.tif,rvlcdip_00814.tif,15,memo,L2
rvlcdip_00815,imagesm/m/p/a/mpa22e00/2023179350.tif,rvlcdip_00815.tif,11,invoice,L3
rvlcdip_00816,imagesq/q/u/i/qui66d00/514211723+-1727.tif,rvlcdip_00816.tif,0,letter,L2
rvlcdip_00817,imagesk/k/f/g/kfg23f00/0000115293.tif,rvlcdip_00817.tif,10,budget,L3
rvlcdip_00818,imagesu/u/q/l/uql82a00/527928921+-8921.tif,rvlcdip_00818.tif,2,email,L2
rvlcdip_00819,imagesl/l/c/p/lcp31e00/85646480_85646485.tif,rvlcdip_00819.tif,15,memo,L2
rvlcdip_00820,imagesr/r/a/g/rag90d00/521023638+-3638.tif,rvlcdip_00820.tif,1,form,L4
rvlcdip_00821,imagesu/u/s/f/usf51c00/523097798+-7799.tif,rvlcdip_00821.tif,0,letter,L2
rvlcdip_00822,imagesq/q/a/s/qas74c00/82862841.tif,rvlcdip_00822.tif,15,memo,L2
rvlcdip_00823,imagesl/l/o/b/lob11c00/699949.tif,rvlcdip_00823.tif,15,memo,L2
rvlcdip_00824,imagesc/c/e/t/cet61f00/2023147558.tif,rvlcdip_00824.tif,7,specification,L4
rvlcdip_00825,imagesv/v/m/c/vmc56d00/CTRCONTRACTS018794-8.tif,rvlcdip_00825.tif,11,invoice,L3
